"";"labels"
"Legionella";14
"Leifsonia";14
"Lentzea";14
"Lepidocyrtus";6
"Leptomyxa";16
"Leptopharynx";15
"Leptosphaeria";10
"Levilinea";14
"Limonomyces";10
"Linum";2
"Liochthonius";10
"Lishizhenia";14
"Lithobius";12
"Lonchoptera";6
"Longidorus";1
"Longilinea";14
"Luedemannella";14
"Lumbricus";10
"Luteimonas";14
"Luteolibacter";14
"Luticola";19
"Lysobacter";14
"Magnaporthe";10
"Magnetospirillum";14
"Mallomonas";18
"Malonomonas";14
"Marionina";10
"Marmoricola";14
"Martelella";14
"Maryna";17
"Massilia";14
"Massisteria";17
"Mayamaea";19
"Megalothorax";6
"Melastiza";5
"Meloidogyne";1
"Merlinius";1
"Meseres";15
"Mesodorylaimus";7
"Mesorhabditis";13
"Mesorhizobium";14
"Metarhizium";12
"Metateratocephalus";13
"Methanomassiliicoccus";24
"Methylobacillus";14
"Methylobacterium";14
"Methylocapsa";14
"Methylocella";14
"Methylophilus";14
"Methylosinus";14
"Micractinium";19
"Microbacterium";14
"Microlunatus";14
"Micromonospora";14
"Microvirga";14
"Mischococcus";19
"Monilicaryon";21
"Monocystis";9
"Monosiga";15
"Moorella";14
"Moraxella";14
"Mortierella";5
"Mucilaginibacter";14
"Mucor";5
"Multiclavula";5
"Mycobacterium";14
"Mycoplana";14
"Mykophagophrys";4
"Myrmica";3
"Myzus";3
"Nakamurella";14
"Nannochloris";19
"Nannocystis";14
"Neobodo";16
"Neopsilenchus";1
"Neourostylopsis";21
"Niastella";14
"Nitratireductor";14
"Nitrosococcus";14
"Nitrosopumilus";24
"Nitrososphaera";24
"Nitrosospira";14
"Nitrospira";14
"Nitzschia";19
"Nocardia";14
"Nocardioides";14
"Noctua";3
"Nolandella";17
"Nonomuraea";14
"Notholca";15
"Notiophilus";3
"Novosphingobium";14
"Nuclearia";23
"Nygolaimus";22
"Obertrumia";16
"Occallatibacter";14
"Ochrobactrum";14
"Ochromonas";18
"Octolasion";10
"Odontolaimus";22
"Ohtaekwangia";14
"Oikomonas";19
"Oligoflexus";14
"Olpidium";10
"Opitutus";14
"Orbicula";5
"Orbilia";5
"Orchesella";6
"Orciraptor";25
"Oricola";14
"Oryzihumus";14
"Otiorhynchus";3
"Oxytricha";15
"Paenibacillus";14
"Palaeospora";10
"Palmellopsis";19
"Panacibacter";14
"Panaeolus";5
"Panagrolaimus";13
"Panorbis";5
"Paracercomonas";17
"Parafilimonas";14
"Paraglomus";10
"Paraphysomonas";18
"Paratylenchus";1
"Pasteuria";14
"Paucimonas";14
"Paulinella";17
"Pedobacter";14
"Pedomicrobium";14
"Pedosphaera";14
"Pelobacter";14
"Pelomonas";14
"Pemphigus";3
"Penicillium";5
"Peniophorella";5
"Pentapharsodinium";19
"Peregrinia";17
"Perlucidibaca";14
"Persicaria";2
"Peyerimhoffia";3
"Phacelia";2
"Phaeosphaeria";5
"Phaselicystis";14
"Phenylobacterium";14
"Phialina";21
"Pholiota";5
"Phoma";1
"Phycisphaera";14
"Phyllobacterium";14
"Picea";2
"Pilogalumna";10
"Pinus";2
"Piptocephalis";5
"Pirellula";14
"Pisum";2
"Planctomyces";14
"Platyophrya";17
"Platyreta";23
"Plectus";13
"Pleurochloris";19
"Pluteus";5
"Podura";6
"Polaromonas";14
"Polyangium";14
"Polydesmus";10
"Polygonum";2
"Polymyxa";10
"Pontibacter";14
"Porphyrobacter";14
"Porpoloma";5
"Poterioochromonas";18
"Pratylenchoides";1
"Pratylenchus";1
"Preussia";5
"Prismatolaimus";13
"Proceropycnis";5
"Prodesmodora";13
"Prodorylaimus";7
"Propionivibrio";14
"Prorodon";15
"Prosthecobacter";14
"Prosthecomicrobium";14
"Protaphorura";6
"Protaspis";15
"Protocyclidium";15
"Protomyces";10
"Protoribates";10
"Prototheca";19
"Psathyrella";5
"Pseudaphelenchus";4
"Pseudo-nitzschia";19
"Pseudochilodonopsis";25
"Pseudocyrtolophosis";17
"Pseudolabrys";14
"Pseudomonas";14
"Pseudonocardia";14
"Pseudoplatynematum";15
"Pseudoplatyophrya";4
"Pseudopleurochloris";19
"Pseudouroleptus";23
"Pseudovorticella";15
"Psora";5
"Pterula";5
"Pungentus";7
"Pyrenochaeta";5
"Pythium";1
"Pyxidiophora";5
"Ralstonia";14
"Ramariopsis";5
"Ranunculus";2
"Rathayibacter";14
"Resource::Decaying_wood";26
"Resource::Dung";27
"Resource::Litter";28
"Resource::MOS";27
"Rhabditis";13
"Rhabdolaimus";13
"Rheum";2
"Rhizobium";14
"Rhizoctonia";10
"Rhizoglyphus";10
"Rhizomicrobium";14
"Rhizophagus";10
"Rhizophlyctis";5
"Rhizophydium";5
"Rhodanobacter";14
"Rhodobium";14
"Rhodococcus";14
"Rhodoferax";14
"Rhodomicrobium";14
"Rhodopila";14
"Rhodopirellula";14
"Rhodoplanes";14
"Rhodopseudomonas";14
"Rhodothermus";14
"Rhogostoma";17
"Rhopalosiphum";3
"Rickettsiella";14
"Robertus";12
"Romanomermis";20
"Roseiarcus";14
"Roseiflexus";14
"Rotylenchulus";1
"Rotylenchus";1
"Rubrobacter";14
"Rudaea";14
"Rumex";2
"Saccamoeba";17
"Saccharibacillus";14
"Saccharomyces";5
"Saccharophagus";14
"Saccobolus";5
"Salinibacterium";14
"Salvia";2
"Sanguibacter";14
"Satchellius";10
"Sclerostagonospora";5
"Scutellospora";10
"Scytinostroma";5
"Sediminibacterium";14
"Segetibacter";14
"Seinura";4
"Seira";6
"Septoglomus";10
"Serpula";5
"Silene";2
"Siluania";15
"Sinapis";2
"Singulisphaera";14
"Sinomonas";14
"Sistotrema";5
"Sitona";3
"Skermanella";14
"Sminthurides";6
"Sminthurinus";6
"Sminthurus";6
"Solirubrobacter";14
"Solitalea";14
"Sorangium";14
"Sorghum";2
"Spathidium";21
"Sphaerobacter";14
"Sphaerobolus";5
"Sphaeroeca";15
"Sphenoderia";17
"Sphingobacterium";14
"Sphingobium";14
"Sphingomonas";14
"Sphingorhabdus";14
"Sphingosinicella";14
"Spirochaeta";14
"Spizellomyces";5
"Sporichthya";14
"Sporobolomyces";5
"Spumella";18
"Staphylococcus";14
"Stella";14
"Stellaria";2
"Stenotrophomonas";14
"Stephensia";5
"Stereum";5
"Steroidobacter";14
"Sterolibacterium";14
"Stigmalychus";3
"Stigmatella";14
"Stilbocrea";5
"Streptacidiphilus";14
"Streptomyces";14
"Streptosporangium";14
"Syncephalis";5
"Synchytrium";10
"Syntrophobacter";14
"Syntrophus";14
"Tachyporus";8
"Tachysoma";15
"Talaromyces";5
"Taraxacum";2
"Taxus";2
"Tectocepheus";10
"Tepidisphaera";14
"Teratocephalus";13
"Terracidiphilus";14
"Terriglobus";14
"Terrimonas";14
"Tetracanthella";6
"Tetrahymena";15
"Tetranychus";10
"Tetrodontophora";6
"Thaumatomastix";17
"Thaumatomonas";17
"Thecotheus";5
"Thermaerobacter";14
"Thermoanaerobacter";14
"Thermoflavimicrobium";14
"Thermoleophilum";14
"Thermomonas";14
"Thiobacillus";14
"Thiohalospira";14
"Thiorhodospira";14
"Tipula";3
"Trechispora";5
"Trechus";3
"Tribonema";19
"Trichocerca";15
"Trifolium";2
"Trinema";17
"Tripyla";7
"Trypanosoma";20
"Tubeufia";5
"Tullbergia";6
"Turneriella";14
"Tylencholaimus";4
"Tylenchus";1
"Tyrophagus";6
"Undibacterium";14
"Uropoda";6
"Urostyla";23
"Vampyrella";23
"Variibacter";14
"Variovorax";14
"Vaucheria";19
"Veigaia";11
"Vermamoeba";17
"Veronica";2
"Verrucomicrobium";14
"Vertagopus";6
"Vexillifera";15
"Vigna";2
"Vorticella";15
"Vorticellides";15
"Vulgatibacter";14
"Waitea";10
"Willowsia";6
"Woodsholea";14
"Woronina";10
"Xanthomonas";14
"Xanthonema";19
"Xiphinema";1
"Yarrowia";5
"Zavarzinella";14
"Zea";2
"Zoothamnium";15
