"";"labels"
"Legionella";9
"Leifsonia";9
"Lentzea";9
"Lepidocyrtus";4
"Leptomyxa";8
"Leptopharynx";8
"Leptosphaeria";3
"Levilinea";9
"Limonomyces";3
"Linum";2
"Liochthonius";3
"Lishizhenia";9
"Lithobius";7
"Lonchoptera";4
"Longidorus";1
"Longilinea";9
"Luedemannella";9
"Lumbricus";3
"Luteimonas";9
"Luteolibacter";9
"Luticola";3
"Lysobacter";9
"Magnaporthe";3
"Magnetospirillum";9
"Mallomonas";8
"Malonomonas";9
"Marionina";3
"Marmoricola";9
"Martelella";9
"Maryna";8
"Massilia";9
"Massisteria";8
"Mayamaea";3
"Megalothorax";4
"Melastiza";5
"Meloidogyne";1
"Merlinius";1
"Meseres";8
"Mesodorylaimus";6
"Mesorhabditis";8
"Mesorhizobium";9
"Metarhizium";7
"Metateratocephalus";8
"Methanomassiliicoccus";3
"Methylobacillus";9
"Methylobacterium";9
"Methylocapsa";9
"Methylocella";9
"Methylophilus";9
"Methylosinus";9
"Micractinium";3
"Microbacterium";9
"Microlunatus";9
"Micromonospora";9
"Microvirga";9
"Mischococcus";3
"Monilicaryon";10
"Monocystis";3
"Monosiga";8
"Moorella";9
"Moraxella";9
"Mortierella";5
"Mucilaginibacter";9
"Mucor";5
"Multiclavula";5
"Mycobacterium";9
"Mycoplana";9
"Mykophagophrys";4
"Myrmica";3
"Myzus";3
"Nakamurella";9
"Nannochloris";3
"Nannocystis";9
"Neobodo";8
"Neopsilenchus";1
"Neourostylopsis";10
"Niastella";9
"Nitratireductor";9
"Nitrosococcus";9
"Nitrosopumilus";3
"Nitrososphaera";3
"Nitrosospira";9
"Nitrospira";9
"Nitzschia";3
"Nocardia";9
"Nocardioides";9
"Noctua";3
"Nolandella";8
"Nonomuraea";9
"Notholca";8
"Notiophilus";3
"Novosphingobium";9
"Nuclearia";10
"Nygolaimus";10
"Obertrumia";8
"Occallatibacter";9
"Ochrobactrum";9
"Ochromonas";8
"Octolasion";3
"Odontolaimus";10
"Ohtaekwangia";9
"Oikomonas";3
"Oligoflexus";9
"Olpidium";3
"Opitutus";9
"Orbicula";5
"Orbilia";5
"Orchesella";4
"Orciraptor";10
"Oricola";9
"Oryzihumus";9
"Otiorhynchus";3
"Oxytricha";8
"Paenibacillus";9
"Palaeospora";3
"Palmellopsis";3
"Panacibacter";9
"Panaeolus";5
"Panagrolaimus";8
"Panorbis";5
"Paracercomonas";8
"Parafilimonas";9
"Paraglomus";3
"Paraphysomonas";8
"Paratylenchus";1
"Pasteuria";9
"Paucimonas";9
"Paulinella";8
"Pedobacter";9
"Pedomicrobium";9
"Pedosphaera";9
"Pelobacter";9
"Pelomonas";9
"Pemphigus";3
"Penicillium";5
"Peniophorella";5
"Pentapharsodinium";3
"Peregrinia";8
"Perlucidibaca";9
"Persicaria";2
"Peyerimhoffia";3
"Phacelia";2
"Phaeosphaeria";5
"Phaselicystis";9
"Phenylobacterium";9
"Phialina";10
"Pholiota";5
"Phoma";1
"Phycisphaera";9
"Phyllobacterium";9
"Picea";2
"Pilogalumna";3
"Pinus";2
"Piptocephalis";5
"Pirellula";9
"Pisum";2
"Planctomyces";9
"Platyophrya";8
"Platyreta";10
"Plectus";8
"Pleurochloris";3
"Pluteus";5
"Podura";4
"Polaromonas";9
"Polyangium";9
"Polydesmus";3
"Polygonum";2
"Polymyxa";3
"Pontibacter";9
"Porphyrobacter";9
"Porpoloma";5
"Poterioochromonas";8
"Pratylenchoides";1
"Pratylenchus";1
"Preussia";5
"Prismatolaimus";8
"Proceropycnis";5
"Prodesmodora";8
"Prodorylaimus";6
"Propionivibrio";9
"Prorodon";8
"Prosthecobacter";9
"Prosthecomicrobium";9
"Protaphorura";4
"Protaspis";8
"Protocyclidium";8
"Protomyces";3
"Protoribates";3
"Prototheca";3
"Psathyrella";5
"Pseudaphelenchus";4
"Pseudo-nitzschia";3
"Pseudochilodonopsis";10
"Pseudocyrtolophosis";8
"Pseudolabrys";9
"Pseudomonas";9
"Pseudonocardia";9
"Pseudoplatynematum";8
"Pseudoplatyophrya";4
"Pseudopleurochloris";3
"Pseudouroleptus";10
"Pseudovorticella";8
"Psora";5
"Pterula";5
"Pungentus";6
"Pyrenochaeta";5
"Pythium";1
"Pyxidiophora";5
"Ralstonia";9
"Ramariopsis";5
"Ranunculus";2
"Rathayibacter";9
"Resource::Decaying_wood";3
"Resource::Dung";11
"Resource::Litter";11
"Resource::MOS";11
"Rhabditis";8
"Rhabdolaimus";8
"Rheum";2
"Rhizobium";9
"Rhizoctonia";3
"Rhizoglyphus";3
"Rhizomicrobium";9
"Rhizophagus";3
"Rhizophlyctis";5
"Rhizophydium";5
"Rhodanobacter";9
"Rhodobium";9
"Rhodococcus";9
"Rhodoferax";9
"Rhodomicrobium";9
"Rhodopila";9
"Rhodopirellula";9
"Rhodoplanes";9
"Rhodopseudomonas";9
"Rhodothermus";9
"Rhogostoma";8
"Rhopalosiphum";3
"Rickettsiella";9
"Robertus";7
"Romanomermis";3
"Roseiarcus";9
"Roseiflexus";9
"Rotylenchulus";1
"Rotylenchus";1
"Rubrobacter";9
"Rudaea";9
"Rumex";2
"Saccamoeba";8
"Saccharibacillus";9
"Saccharomyces";5
"Saccharophagus";9
"Saccobolus";5
"Salinibacterium";9
"Salvia";2
"Sanguibacter";9
"Satchellius";3
"Sclerostagonospora";5
"Scutellospora";3
"Scytinostroma";5
"Sediminibacterium";9
"Segetibacter";9
"Seinura";4
"Seira";4
"Septoglomus";3
"Serpula";5
"Silene";2
"Siluania";8
"Sinapis";2
"Singulisphaera";9
"Sinomonas";9
"Sistotrema";5
"Sitona";3
"Skermanella";9
"Sminthurides";4
"Sminthurinus";4
"Sminthurus";4
"Solirubrobacter";9
"Solitalea";9
"Sorangium";9
"Sorghum";2
"Spathidium";10
"Sphaerobacter";9
"Sphaerobolus";5
"Sphaeroeca";8
"Sphenoderia";8
"Sphingobacterium";9
"Sphingobium";9
"Sphingomonas";9
"Sphingorhabdus";9
"Sphingosinicella";9
"Spirochaeta";9
"Spizellomyces";5
"Sporichthya";9
"Sporobolomyces";5
"Spumella";8
"Staphylococcus";9
"Stella";9
"Stellaria";2
"Stenotrophomonas";9
"Stephensia";5
"Stereum";5
"Steroidobacter";9
"Sterolibacterium";9
"Stigmalychus";3
"Stigmatella";9
"Stilbocrea";5
"Streptacidiphilus";9
"Streptomyces";9
"Streptosporangium";9
"Syncephalis";5
"Synchytrium";3
"Syntrophobacter";9
"Syntrophus";9
"Tachyporus";4
"Tachysoma";8
"Talaromyces";5
"Taraxacum";2
"Taxus";2
"Tectocepheus";3
"Tepidisphaera";9
"Teratocephalus";8
"Terracidiphilus";9
"Terriglobus";9
"Terrimonas";9
"Tetracanthella";4
"Tetrahymena";8
"Tetranychus";3
"Tetrodontophora";4
"Thaumatomastix";8
"Thaumatomonas";8
"Thecotheus";5
"Thermaerobacter";9
"Thermoanaerobacter";9
"Thermoflavimicrobium";9
"Thermoleophilum";9
"Thermomonas";9
"Thiobacillus";9
"Thiohalospira";9
"Thiorhodospira";9
"Tipula";3
"Trechispora";5
"Trechus";3
"Tribonema";3
"Trichocerca";8
"Trifolium";2
"Trinema";8
"Tripyla";6
"Trypanosoma";3
"Tubeufia";5
"Tullbergia";4
"Turneriella";9
"Tylencholaimus";4
"Tylenchus";1
"Tyrophagus";4
"Undibacterium";9
"Uropoda";4
"Urostyla";10
"Vampyrella";10
"Variibacter";9
"Variovorax";9
"Vaucheria";3
"Veigaia";7
"Vermamoeba";8
"Veronica";2
"Verrucomicrobium";9
"Vertagopus";4
"Vexillifera";8
"Vigna";2
"Vorticella";8
"Vorticellides";8
"Vulgatibacter";9
"Waitea";3
"Willowsia";4
"Woodsholea";9
"Woronina";3
"Xanthomonas";9
"Xanthonema";3
"Xiphinema";1
"Yarrowia";5
"Zavarzinella";9
"Zea";2
"Zoothamnium";8
